startup_id,industry,founding_year,macro_climate,market_size_score,competition_intensity,founder_prior_exits,prior_failures,domain_experience_years,technical_cofounder,n_cofounders,cofounder_conflict,team_completeness,age_of_founder,funding_path,total_raised_usd,monthly_burn_rate,runway_months,product_market_fit_score,did_customer_validation,premature_scaling,pivots,unit_economics_score,marketing_effectiveness,weekly_hours,years_to_outcome,failure_reason,outcome,survived_5y,failed
STP008495,tech_saas,2012,5.9,3.1,4.6,0,1,3.9,0,2,6.3,7.7,34,bootstrapped,11000.0,500.0,22.0,4.4,1,1,0,3.4,7.7,67,2.7,team_conflict,failed,0,1
STP008496,tech_saas,2021,9.9,3.7,3.4,0,0,6.2,0,3,7.5,5.1,24,vc_series_a_plus,394000.0,25200.0,15.6,5.3,0,0,0,0.0,2.5,41,6.5,ran_out_of_cash,failed,1,1
STP008497,consumer_app,2021,2.5,6.9,8.7,0,1,11.6,1,2,3.1,6.8,33,bootstrapped,21000.0,1100.0,19.1,3.7,1,1,2,9.8,4.8,50,2.2,outcompeted,failed,0,1
STP008498,tech_saas,2012,6.2,9.2,6.2,1,0,6.2,1,3,3.7,10.0,41,vc_seed,711000.0,27800.0,25.6,8.6,0,1,2,10.0,4.8,76,11.4,survived,acquired,1,0
STP008499,tech_saas,2021,4.6,2.5,3.0,0,0,3.1,1,2,3.5,3.7,48,bootstrapped,51000.0,2900.0,17.6,3.4,0,1,0,2.0,3.8,51,3.5,no_market_need,failed,0,1
STP008500,marketplace,2020,4.6,5.8,6.1,0,0,2.9,0,3,4.6,5.1,37,vc_seed,1682000.0,51300.0,32.8,3.5,0,0,2,3.1,6.2,61,3.7,no_market_need,failed,0,1
STP008501,fintech,2011,6.6,4.4,9.4,0,0,3.1,1,3,3.5,4.8,45,bootstrapped,19000.0,700.0,27.1,8.6,1,1,3,5.3,4.6,56,18.0,survived,still_operating,1,0
STP008502,services,2020,4.0,4.4,8.5,0,0,7.5,0,2,6.5,1.3,26,vc_series_a_plus,10663000.0,341000.0,31.3,5.7,0,0,0,5.3,5.4,62,1.8,team_conflict,failed,0,1
STP008503,marketplace,2010,3.6,4.3,6.5,0,0,7.0,1,1,4.9,4.0,20,bootstrapped,54000.0,2700.0,20.0,2.2,1,0,0,5.7,7.8,49,3.9,survived,still_operating,1,0
STP008504,services,2019,3.4,3.9,3.8,0,1,5.4,1,2,0.9,4.2,32,bootstrapped,19000.0,1500.0,12.7,5.0,1,0,3,5.2,6.1,70,8.2,survived,still_operating,1,0
STP008505,consumer_app,2020,4.7,2.4,7.6,0,0,6.6,0,3,5.4,5.5,32,bootstrapped,7000.0,1800.0,3.9,5.8,1,1,0,7.5,6.0,76,0.6,ran_out_of_cash,failed,0,1
STP008506,hardware,2020,4.6,1.8,2.9,0,0,23.5,1,1,0.0,3.3,32,vc_seed,356000.0,27400.0,13.0,6.0,1,1,3,6.8,4.2,48,16.2,survived,still_operating,1,0
STP008507,services,2012,8.0,7.0,6.3,0,1,3.7,0,1,1.0,5.9,38,angel,179000.0,8100.0,22.1,4.5,0,0,2,5.0,4.1,69,2.2,pricing_cost,failed,0,1
STP008508,services,2021,1.8,8.4,6.4,0,1,5.2,0,2,5.0,6.8,56,angel,209000.0,10300.0,20.3,3.8,0,1,0,4.6,3.3,52,4.5,survived,still_operating,1,0
STP008509,consumer_app,2015,5.4,6.0,7.0,0,0,0.6,1,2,2.4,3.1,35,bootstrapped,19000.0,800.0,23.8,7.6,0,0,0,7.8,0.6,57,2.4,no_market_need,failed,0,1
STP008510,consumer_app,2008,3.1,6.1,5.1,0,0,1.2,1,2,5.5,7.0,37,bootstrapped,10000.0,1000.0,10.0,10.0,1,1,2,9.0,2.1,60,2.3,survived,acquired,1,0
STP008511,healthtech,2009,3.2,5.3,4.2,1,0,13.7,0,3,2.9,5.5,37,vc_seed,661000.0,49000.0,13.5,4.3,1,0,1,4.9,3.3,52,5.0,pricing_cost,failed,1,1
STP008512,marketplace,2008,5.6,4.4,6.6,1,1,5.4,0,1,4.4,4.4,26,vc_seed,3058000.0,256400.0,11.9,8.0,1,0,1,5.0,7.8,60,4.2,ran_out_of_cash,failed,0,1
STP008513,biotech,2008,4.5,3.7,6.8,0,0,13.8,1,3,5.8,4.5,40,angel,123000.0,19800.0,6.2,1.1,0,1,0,4.7,4.0,61,1.4,no_market_need,failed,0,1
STP008514,healthtech,2015,4.2,5.7,4.8,0,0,8.1,1,3,2.8,6.3,41,bootstrapped,43000.0,2200.0,19.5,3.1,1,0,0,4.3,7.2,68,6.4,no_market_need,failed,1,1
STP008515,tech_saas,2012,4.6,10.0,6.8,0,0,4.5,0,3,2.2,4.4,23,angel,103000.0,5500.0,18.7,7.7,1,1,0,6.4,4.7,59,0.8,team_conflict,failed,0,1
STP008516,food_bev,2019,6.1,8.3,7.0,0,0,3.4,0,3,2.6,6.5,35,vc_seed,2584000.0,105900.0,24.4,6.5,1,1,2,1.6,8.3,61,18.0,survived,still_operating,1,0
STP008517,fintech,2012,3.9,4.1,6.4,0,0,18.0,0,2,3.8,4.9,39,angel,527000.0,19700.0,26.8,4.6,1,0,1,1.4,6.3,72,3.1,survived,still_operating,1,0
STP008518,hardware,2012,4.5,2.6,2.9,1,0,6.0,1,2,2.6,6.3,38,vc_seed,1361000.0,53900.0,25.3,3.0,0,0,1,6.9,6.3,79,9.1,no_market_need,failed,1,1
STP008519,food_bev,2020,0.0,8.7,7.9,0,0,3.6,1,2,5.5,6.3,38,bootstrapped,52000.0,2200.0,23.6,7.0,0,0,1,5.3,5.9,65,2.4,survived,still_operating,1,0
STP008520,marketplace,2008,5.8,6.8,4.2,0,0,6.1,0,2,4.4,2.5,23,bootstrapped,7000.0,500.0,14.0,4.8,1,1,1,4.7,5.1,68,11.8,survived,still_operating,1,0
STP008521,marketplace,2020,4.0,7.1,2.7,0,0,1.2,1,2,5.5,7.5,40,vc_seed,2664000.0,144700.0,18.4,6.8,0,0,3,4.4,8.2,55,3.6,outcompeted,failed,0,1
STP008522,healthtech,2008,2.6,6.6,7.5,0,0,1.2,0,2,2.5,5.8,34,angel,30000.0,1800.0,16.7,5.6,1,0,1,4.6,6.7,60,12.3,survived,still_operating,1,0
STP008523,tech_saas,2010,3.6,0.8,3.0,0,0,4.6,0,2,9.9,5.9,19,vc_seed,741000.0,54300.0,13.6,4.1,1,0,1,5.0,6.6,56,0.8,team_conflict,failed,0,1
STP008524,tech_saas,2012,3.0,1.8,8.9,0,0,7.3,1,2,1.1,7.2,32,vc_series_a_plus,10794000.0,440500.0,24.5,7.6,1,0,1,7.6,3.2,39,7.6,poor_marketing,failed,1,1
STP008525,services,2011,7.7,4.4,8.9,0,1,5.1,1,2,4.8,6.6,36,vc_seed,669000.0,27000.0,24.8,4.2,0,0,0,3.3,5.5,56,7.6,survived,still_operating,1,0
STP008526,biotech,2020,2.7,4.7,5.7,0,0,4.3,0,2,4.7,10.0,34,bootstrapped,39000.0,1900.0,20.5,8.0,0,1,1,9.1,6.2,58,3.5,pricing_cost,failed,0,1
STP008527,services,2020,8.7,4.4,9.8,1,0,6.6,1,1,1.3,0.7,38,bootstrapped,13000.0,700.0,18.6,6.1,0,0,0,3.6,1.8,69,2.8,team_conflict,failed,0,1
STP008528,services,2014,6.5,3.2,5.9,1,0,22.7,0,2,6.8,0.0,36,bootstrapped,3000.0,500.0,6.0,5.0,1,0,1,4.9,0.0,64,4.1,survived,still_operating,1,0
STP008529,ecommerce,2008,7.5,6.6,7.5,0,0,1.7,1,4,0.0,6.2,25,bootstrapped,25000.0,800.0,31.2,8.2,0,0,0,8.6,6.6,73,12.7,survived,still_operating,1,0
STP008530,tech_saas,2021,4.9,5.4,6.9,0,0,8.4,1,3,3.5,3.4,36,vc_series_a_plus,28492000.0,1043300.0,27.3,0.0,1,0,2,2.9,6.0,60,4.6,no_market_need,failed,0,1
STP008531,tech_saas,2015,6.0,6.5,4.2,0,0,12.1,0,3,7.0,1.8,37,bootstrapped,21000.0,1000.0,21.0,9.8,0,1,1,6.5,3.6,69,7.5,survived,acquired,1,0
STP008532,biotech,2017,6.8,4.4,9.3,0,0,8.5,0,3,4.5,4.5,31,bootstrapped,33000.0,1900.0,17.4,2.3,1,0,2,4.0,4.1,59,7.5,ran_out_of_cash,failed,1,1
STP008533,ecommerce,2011,3.3,6.8,5.3,0,0,3.2,1,2,5.1,6.6,29,vc_seed,1754000.0,71600.0,24.5,4.8,0,1,0,8.8,3.8,63,1.5,ran_out_of_cash,failed,0,1
STP008534,agriculture,2013,3.5,6.2,5.7,1,0,1.1,0,2,4.2,7.6,33,vc_seed,1513000.0,56300.0,26.9,6.6,1,0,1,3.0,7.8,65,2.0,no_market_need,failed,0,1
STP008535,food_bev,2017,2.7,2.2,9.5,0,0,7.9,1,2,5.6,9.1,54,vc_seed,1887000.0,76800.0,24.6,6.8,1,1,2,2.5,3.6,46,4.1,outcompeted,failed,0,1
STP008536,marketplace,2010,3.2,9.8,4.4,0,0,10.8,0,1,3.4,2.3,46,bootstrapped,27000.0,4800.0,5.6,3.7,1,0,2,5.9,6.1,62,4.1,ran_out_of_cash,failed,0,1
STP008537,services,2017,6.4,8.0,7.3,0,1,2.4,1,2,6.5,4.5,38,bootstrapped,102000.0,7900.0,12.9,5.2,1,0,0,5.6,3.9,61,2.3,team_conflict,failed,0,1
STP008538,food_bev,2017,2.1,7.1,4.7,0,0,16.8,0,2,5.3,6.4,36,bootstrapped,7000.0,500.0,14.0,5.6,0,1,3,5.8,2.5,50,2.9,no_market_need,failed,0,1
STP008539,fintech,2013,6.4,5.1,4.3,0,0,4.9,0,3,0.8,1.1,38,bootstrapped,30000.0,1400.0,21.4,1.4,0,0,0,6.5,5.9,61,6.7,no_market_need,failed,1,1
STP008540,fintech,2013,4.9,5.2,2.5,0,0,1.7,1,3,1.7,2.2,33,angel,164000.0,14900.0,11.0,5.5,0,0,0,7.4,4.3,47,9.0,survived,acquired,1,0
STP008541,hardware,2016,5.6,1.5,5.3,0,0,0.6,1,1,6.7,5.2,19,bootstrapped,4000.0,500.0,8.0,5.4,1,0,1,4.2,7.0,79,1.7,pricing_cost,failed,0,1
STP008542,food_bev,2010,3.5,3.3,6.2,0,0,5.7,1,1,4.0,4.5,34,vc_seed,1172000.0,47300.0,24.8,2.5,0,0,0,5.4,8.0,61,2.9,no_market_need,failed,0,1
STP008543,ecommerce,2017,1.5,6.1,3.9,1,0,1.4,0,2,8.7,6.9,32,vc_series_a_plus,9972000.0,398600.0,25.0,3.5,0,0,3,6.3,3.2,59,6.4,product_issues,failed,1,1
STP008544,services,2008,2.5,5.1,7.8,0,1,14.0,1,2,6.3,5.8,32,bootstrapped,2000.0,500.0,4.0,6.1,0,0,1,7.1,5.9,52,7.3,ran_out_of_cash,failed,1,1
STP008545,healthtech,2009,5.9,5.3,6.5,0,0,3.8,1,2,5.4,5.3,34,angel,175000.0,14400.0,12.2,1.6,0,0,0,6.8,3.7,79,15.0,no_market_need,failed,1,1
STP008546,tech_saas,2017,1.9,5.2,5.9,1,0,6.3,1,1,2.3,5.3,40,angel,195000.0,8000.0,24.4,6.8,0,1,1,5.1,5.8,51,5.9,ran_out_of_cash,failed,1,1
STP008547,tech_saas,2016,2.7,3.4,4.4,0,0,1.4,0,3,0.8,4.7,26,angel,400000.0,19600.0,20.4,5.1,0,0,3,6.1,8.5,61,11.3,survived,still_operating,1,0
STP008548,services,2020,5.9,8.4,8.6,0,0,5.7,1,2,4.9,7.8,43,bootstrapped,32000.0,1600.0,20.0,5.6,0,0,1,8.2,8.3,48,14.7,survived,still_operating,1,0
STP008549,healthtech,2015,6.2,3.1,6.7,2,0,2.6,1,3,9.8,5.4,25,bootstrapped,14000.0,800.0,17.5,2.2,0,1,3,5.1,10.0,82,4.3,ran_out_of_cash,failed,0,1
STP008550,consumer_app,2019,10.0,7.3,1.5,0,0,3.5,0,2,4.8,6.0,24,angel,109000.0,3400.0,32.1,1.7,0,0,1,0.0,2.3,76,3.6,team_conflict,failed,0,1
STP008551,fintech,2011,9.2,6.3,5.5,0,0,5.0,1,3,3.1,4.6,46,bootstrapped,26000.0,900.0,28.9,4.6,1,1,0,4.0,5.5,76,4.1,outcompeted,failed,0,1
STP008552,marketplace,2016,7.0,7.9,5.9,1,1,7.2,0,2,6.0,5.6,27,vc_seed,769000.0,44300.0,17.4,2.9,0,0,2,7.7,3.9,63,5.7,survived,still_operating,1,0
STP008553,healthtech,2021,4.7,3.9,5.8,1,0,4.0,1,2,4.0,3.5,38,vc_seed,1481000.0,165700.0,8.9,3.0,1,1,3,4.4,2.4,66,7.0,product_issues,failed,1,1
STP008554,hardware,2020,4.3,4.1,8.2,0,1,4.7,0,1,4.6,6.1,35,vc_seed,499000.0,20000.0,25.0,6.0,0,1,0,2.6,6.1,78,3.5,no_market_need,failed,0,1
STP008555,marketplace,2015,6.1,6.3,2.7,0,1,2.0,1,2,1.6,5.8,22,angel,147000.0,11400.0,12.9,5.2,1,0,3,4.9,4.0,60,4.4,survived,still_operating,1,0
STP008556,fintech,2019,2.1,2.8,4.0,0,0,5.2,1,4,6.6,3.1,31,bootstrapped,47000.0,1400.0,33.6,1.8,1,0,1,6.8,3.8,57,10.5,survived,still_operating,1,0
STP008557,hardware,2012,0.0,8.5,3.5,0,1,5.9,1,3,5.2,7.3,38,angel,452000.0,36000.0,12.6,6.8,0,0,1,3.9,8.7,42,3.5,team_conflict,failed,0,1
STP008558,food_bev,2013,4.5,5.2,6.6,1,0,2.8,0,2,4.1,3.8,37,vc_series_a_plus,3093000.0,98200.0,31.5,4.7,0,1,1,6.4,3.2,59,7.8,survived,still_operating,1,0
STP008559,tech_saas,2012,6.0,6.3,4.1,0,0,3.8,1,3,3.8,4.9,38,bootstrapped,12000.0,500.0,24.0,5.9,1,1,3,6.5,4.7,60,1.7,no_market_need,failed,0,1
STP008560,ecommerce,2014,5.0,8.3,8.2,0,0,2.3,0,2,3.1,7.7,38,bootstrapped,53000.0,1900.0,27.9,7.1,0,0,3,6.3,5.9,65,8.5,survived,still_operating,1,0
STP008561,fintech,2011,3.2,4.2,5.0,0,0,0.4,0,1,3.6,9.5,36,vc_series_a_plus,14402000.0,646200.0,22.3,5.2,1,0,3,6.1,7.5,64,8.8,outcompeted,failed,1,1
STP008562,tech_saas,2015,4.9,3.6,7.6,0,0,3.4,1,2,2.8,10.0,37,vc_series_a_plus,4402000.0,211500.0,20.8,2.4,1,1,0,5.4,5.3,44,4.7,ran_out_of_cash,failed,0,1
STP008563,tech_saas,2014,0.0,4.8,7.9,0,0,1.0,0,3,3.8,7.6,30,angel,264000.0,28100.0,9.4,6.4,1,1,0,1.8,9.0,77,3.3,no_market_need,failed,0,1
STP008564,marketplace,2016,4.8,6.2,3.4,0,0,6.7,1,1,7.2,7.3,36,bootstrapped,42000.0,2200.0,19.1,7.0,0,0,1,7.3,0.5,73,2.8,team_conflict,failed,0,1
STP008565,consumer_app,2015,4.8,4.5,6.6,0,0,2.6,1,4,3.9,4.4,33,vc_series_a_plus,3273000.0,818200.0,4.0,3.0,1,1,0,6.9,6.3,55,1.2,team_conflict,failed,0,1
STP008566,biotech,2021,3.5,7.5,5.2,0,0,9.3,0,3,5.5,6.9,38,bootstrapped,10000.0,500.0,20.0,2.2,1,0,0,5.8,7.1,65,8.3,survived,still_operating,1,0
STP008567,biotech,2021,6.0,6.2,3.8,1,0,12.4,0,4,5.0,7.2,21,bootstrapped,39000.0,3100.0,12.6,1.8,1,1,1,3.3,8.1,67,11.2,survived,still_operating,1,0
STP008568,healthtech,2018,8.4,5.5,5.3,0,0,6.3,0,2,3.6,3.7,51,vc_seed,1308000.0,94400.0,13.9,6.0,0,1,0,4.2,0.0,43,4.8,no_market_need,failed,0,1
STP008569,food_bev,2015,3.9,2.3,6.3,0,0,11.2,1,2,6.2,4.5,46,bootstrapped,20000.0,800.0,25.0,6.8,0,1,1,7.3,4.3,57,0.4,no_market_need,failed,0,1
STP008570,fintech,2018,5.9,3.5,10.0,1,1,5.4,1,2,3.5,5.5,19,bootstrapped,24000.0,800.0,30.0,4.0,0,1,3,3.8,3.5,51,10.1,survived,still_operating,1,0
STP008571,ecommerce,2013,2.8,6.6,5.4,0,1,8.3,1,3,3.6,7.6,36,vc_seed,3760000.0,199900.0,18.8,2.6,1,0,3,2.4,3.6,67,0.9,no_market_need,failed,0,1
STP008572,services,2009,4.0,2.0,6.3,0,0,2.9,0,3,2.6,6.6,28,vc_seed,3811000.0,204600.0,18.6,6.3,0,0,2,2.8,6.4,72,3.1,team_conflict,failed,0,1
STP008573,consumer_app,2016,2.1,3.3,4.8,0,0,2.1,1,4,3.3,4.3,40,bootstrapped,39000.0,2400.0,16.2,5.2,1,1,1,3.7,3.8,68,1.2,ran_out_of_cash,failed,0,1
STP008574,healthtech,2019,3.4,9.8,4.9,0,0,5.5,0,2,6.8,8.5,36,bootstrapped,76000.0,6900.0,11.0,7.8,1,1,1,4.0,5.9,67,1.5,ran_out_of_cash,failed,0,1
STP008575,biotech,2019,0.0,4.0,2.5,0,4,0.6,0,2,2.9,5.5,38,vc_seed,5158000.0,465700.0,11.1,1.3,0,1,0,5.7,3.6,55,1.8,no_market_need,failed,0,1
STP008576,ecommerce,2017,10.0,6.9,6.2,0,2,3.0,1,3,4.8,4.3,27,bootstrapped,15000.0,1100.0,13.6,5.6,1,0,0,4.6,4.8,49,6.9,pricing_cost,failed,1,1
STP008577,consumer_app,2015,5.1,2.9,4.8,1,0,1.3,0,2,1.2,4.8,26,bootstrapped,59000.0,4200.0,14.0,4.4,0,1,3,6.8,10.0,45,3.8,ran_out_of_cash,failed,0,1
STP008578,biotech,2014,5.8,2.5,7.0,0,0,3.8,0,1,4.3,4.8,27,bootstrapped,35000.0,1500.0,23.3,5.2,1,0,1,5.9,9.7,48,9.4,pricing_cost,failed,1,1
STP008579,hardware,2020,5.9,8.9,4.1,0,0,5.0,1,2,3.2,6.8,46,bootstrapped,26000.0,1000.0,26.0,2.4,0,0,0,1.1,6.0,58,3.9,ran_out_of_cash,failed,0,1
STP008580,marketplace,2018,3.0,2.0,6.6,0,2,1.1,1,1,6.2,6.3,26,vc_seed,314000.0,21100.0,14.9,1.7,0,1,2,6.1,4.4,60,5.7,survived,still_operating,1,0
STP008581,services,2021,4.8,5.6,0.0,0,0,9.2,0,2,2.5,1.4,45,bootstrapped,52000.0,3400.0,15.3,7.4,0,1,0,4.1,6.8,76,7.2,survived,still_operating,1,0
STP008582,tech_saas,2014,6.5,6.5,4.9,0,0,4.6,1,2,8.6,5.4,47,bootstrapped,3000.0,500.0,6.0,8.8,0,0,1,6.1,7.4,45,7.3,survived,still_operating,1,0
STP008583,tech_saas,2020,8.3,0.6,3.1,0,0,12.0,0,2,4.9,8.3,42,bootstrapped,51000.0,2000.0,25.5,2.8,0,0,2,1.4,5.8,60,5.4,survived,still_operating,1,0
STP008584,services,2021,6.3,7.1,3.8,0,1,5.6,1,4,2.9,3.1,38,bootstrapped,21000.0,1200.0,17.5,3.7,1,0,2,1.3,5.5,22,3.3,survived,still_operating,1,0
STP008585,biotech,2018,6.2,6.2,7.4,1,1,10.1,0,1,0.0,6.5,38,bootstrapped,13000.0,700.0,18.6,2.0,1,1,0,9.4,7.7,66,9.6,survived,still_operating,1,0
STP008586,biotech,2011,4.4,0.3,3.6,0,0,2.9,1,3,0.8,6.2,38,bootstrapped,20000.0,1000.0,20.0,4.9,0,1,0,7.4,10.0,52,7.3,survived,still_operating,1,0
STP008587,consumer_app,2019,5.7,5.6,3.2,1,0,8.2,1,3,7.3,8.6,30,vc_seed,3521000.0,217000.0,16.2,6.1,0,1,1,5.2,4.2,76,3.1,survived,still_operating,1,0
STP008588,healthtech,2018,3.8,7.1,4.7,0,0,1.8,1,2,2.8,2.8,39,vc_seed,716000.0,31400.0,22.8,6.2,1,0,0,0.3,3.9,65,7.5,survived,still_operating,1,0
STP008589,marketplace,2010,3.5,7.4,2.8,1,0,13.6,0,1,3.5,4.9,26,bootstrapped,12000.0,500.0,24.0,6.0,0,0,0,6.0,4.1,50,12.6,survived,still_operating,1,0
STP008590,ecommerce,2016,3.1,6.8,5.7,0,1,13.5,1,2,3.7,5.2,25,angel,36000.0,1900.0,18.9,2.5,1,0,1,3.1,9.1,59,2.2,outcompeted,failed,0,1
STP008591,tech_saas,2015,4.7,7.4,8.2,1,0,1.7,1,3,7.3,6.9,48,angel,229000.0,13900.0,16.5,6.6,0,1,2,4.3,7.8,55,3.1,survived,still_operating,1,0
STP008592,ecommerce,2010,5.1,3.7,6.4,0,0,5.6,0,2,6.8,6.2,40,angel,262000.0,9100.0,28.8,6.0,1,0,0,3.3,2.8,79,5.1,survived,still_operating,1,0
STP008593,services,2010,6.0,5.9,5.4,0,1,8.9,1,4,6.4,8.9,49,angel,83000.0,11200.0,7.4,3.6,1,1,2,1.7,3.9,61,3.0,ran_out_of_cash,failed,0,1
STP008594,services,2012,3.4,2.6,5.2,1,0,5.1,1,1,0.0,3.6,42,vc_series_a_plus,7989000.0,275800.0,29.0,6.0,1,0,0,2.3,3.7,72,3.2,no_market_need,failed,0,1
STP008595,fintech,2019,2.3,10.0,9.3,0,0,4.4,0,3,6.4,3.1,34,vc_seed,2664000.0,224400.0,11.9,2.4,0,0,3,4.4,2.2,71,8.5,no_market_need,failed,1,1
STP008596,marketplace,2020,5.2,3.8,4.0,0,1,7.0,0,2,3.3,8.7,53,bootstrapped,13000.0,900.0,14.4,5.7,0,0,0,6.1,6.1,60,3.8,ran_out_of_cash,failed,0,1
STP008597,ecommerce,2021,5.4,3.7,7.0,0,0,1.5,0,2,3.6,5.3,29,angel,257000.0,8200.0,31.3,4.1,0,1,0,3.7,1.8,77,4.8,survived,still_operating,1,0
STP008598,tech_saas,2021,4.1,7.4,3.7,0,0,3.7,1,2,6.9,7.5,46,bootstrapped,61000.0,5100.0,12.0,5.3,1,1,1,3.2,6.5,73,0.8,ran_out_of_cash,failed,0,1
STP008599,fintech,2014,4.2,5.0,1.9,0,1,2.7,1,4,3.6,5.2,34,angel,80000.0,3100.0,25.8,6.4,0,0,1,5.5,2.7,78,1.5,poor_marketing,failed,0,1
STP008600,services,2008,4.1,5.5,7.7,1,0,6.4,0,3,4.9,0.0,33,angel,312000.0,28500.0,10.9,4.0,0,1,1,5.5,4.5,93,0.4,outcompeted,failed,0,1
STP008601,healthtech,2017,5.0,2.9,3.0,1,0,5.6,1,2,1.3,5.7,34,bootstrapped,25000.0,1300.0,19.2,4.3,0,1,0,4.5,5.3,58,7.2,survived,still_operating,1,0
STP008602,consumer_app,2018,8.1,3.1,6.5,0,1,8.8,1,1,3.2,5.8,43,vc_series_a_plus,9602000.0,499100.0,19.2,3.4,0,0,2,4.6,2.9,44,7.4,no_market_need,failed,1,1
STP008603,healthtech,2021,5.1,5.7,7.5,1,0,14.9,1,3,1.6,5.7,26,bootstrapped,11000.0,2800.0,3.9,3.4,1,0,0,2.9,5.5,57,7.8,outcompeted,failed,1,1
STP008604,services,2020,4.1,0.0,7.9,0,1,0.9,1,2,0.0,5.3,27,bootstrapped,10000.0,500.0,20.0,0.5,0,1,1,7.2,3.4,62,2.4,no_market_need,failed,0,1
STP008605,tech_saas,2018,7.5,4.3,7.1,0,0,13.9,0,3,5.5,3.3,34,bootstrapped,12000.0,700.0,17.1,4.6,0,1,3,4.4,3.9,57,4.4,ran_out_of_cash,failed,0,1
STP008606,food_bev,2015,4.7,3.8,3.3,0,1,14.2,1,3,4.0,10.0,33,bootstrapped,29000.0,1000.0,29.0,6.1,1,1,1,4.9,6.6,63,2.9,survived,still_operating,1,0
STP008607,hardware,2020,3.5,3.8,10.0,0,1,3.0,1,2,3.6,9.2,37,bootstrapped,43000.0,2900.0,14.8,4.8,0,0,2,7.0,6.2,73,2.7,survived,still_operating,1,0
STP008608,fintech,2015,1.7,4.2,7.0,0,1,0.7,1,4,2.1,0.3,39,bootstrapped,47000.0,3200.0,14.7,3.0,0,0,0,4.9,3.8,79,1.3,ran_out_of_cash,failed,0,1
STP008609,tech_saas,2009,1.2,3.8,4.1,1,0,1.3,1,1,3.4,5.9,40,angel,156000.0,13000.0,12.0,5.3,1,0,0,5.2,5.3,62,2.0,outcompeted,failed,0,1
STP008610,services,2013,7.6,7.5,8.6,0,0,1.0,1,4,5.9,3.5,25,angel,233000.0,8900.0,26.2,6.4,0,1,1,2.9,7.2,50,9.0,survived,still_operating,1,0
STP008611,hardware,2009,2.9,3.0,3.0,0,1,1.0,0,2,7.9,3.9,42,bootstrapped,41000.0,1400.0,29.3,5.5,0,1,1,4.0,5.5,63,18.0,survived,acquired,1,0
STP008612,consumer_app,2010,7.9,5.9,4.3,0,1,2.1,0,1,3.4,2.0,49,angel,334000.0,13900.0,24.0,6.1,1,0,0,2.3,3.9,63,7.6,survived,still_operating,1,0
STP008613,biotech,2016,2.5,6.0,6.1,1,1,4.9,1,1,3.3,8.8,36,angel,71000.0,4200.0,16.9,6.3,0,0,1,3.9,6.6,68,3.1,team_conflict,failed,0,1
STP008614,agriculture,2020,6.2,7.0,5.1,0,0,5.1,1,1,5.7,6.8,44,vc_seed,1793000.0,63700.0,28.1,6.9,1,0,1,5.2,3.7,56,10.9,survived,still_operating,1,0
STP008615,tech_saas,2019,7.3,1.6,1.7,0,1,2.6,1,2,5.3,3.5,41,vc_seed,563000.0,33600.0,16.8,3.9,1,1,2,4.1,7.1,55,3.6,no_market_need,failed,0,1
STP008616,marketplace,2016,4.2,5.2,8.5,0,0,2.4,0,2,4.5,5.3,48,bootstrapped,22000.0,1400.0,15.7,8.6,0,0,3,4.3,5.8,62,6.5,ran_out_of_cash,failed,1,1
STP008617,ecommerce,2011,1.3,2.1,7.1,0,0,2.6,0,3,4.0,5.4,40,angel,69000.0,17200.0,4.0,3.6,0,0,1,7.4,1.2,47,0.9,no_market_need,failed,0,1
STP008618,tech_saas,2008,7.8,3.2,6.8,0,1,3.6,1,1,3.6,5.3,39,vc_seed,813000.0,51300.0,15.8,7.7,0,1,1,6.0,0.9,56,1.3,no_market_need,failed,0,1
STP008619,tech_saas,2021,5.2,5.1,3.4,1,0,13.9,0,1,0.3,4.5,20,bootstrapped,20000.0,1600.0,12.5,8.8,0,0,1,5.2,4.6,64,17.3,survived,still_operating,1,0
STP008620,marketplace,2008,7.0,5.4,3.6,2,0,15.3,1,2,2.6,7.4,37,vc_series_a_plus,3672000.0,204800.0,17.9,2.9,0,1,0,3.7,6.5,73,7.4,survived,still_operating,1,0
STP008621,food_bev,2018,6.8,3.4,4.6,1,0,15.0,1,2,3.6,5.6,30,bootstrapped,8000.0,500.0,16.0,10.0,0,0,1,8.0,5.2,72,6.5,team_conflict,failed,1,1
STP008622,services,2013,4.0,10.0,3.5,0,0,7.5,1,1,1.6,2.4,34,bootstrapped,23000.0,800.0,28.8,5.4,1,0,1,1.4,4.9,47,11.1,survived,still_operating,1,0
STP008623,tech_saas,2019,6.6,5.8,3.5,0,1,1.3,1,1,2.6,6.6,40,vc_seed,395000.0,30000.0,13.2,8.3,1,0,0,4.0,10.0,84,1.1,survived,still_operating,1,0
STP008624,healthtech,2015,2.9,3.6,9.9,0,1,9.8,1,2,2.4,5.5,40,bootstrapped,20000.0,1200.0,16.7,3.0,0,1,3,8.3,5.2,51,4.1,no_market_need,failed,0,1
STP008625,healthtech,2020,2.2,7.0,4.7,0,0,4.9,0,3,5.7,6.7,45,vc_seed,2847000.0,145600.0,19.6,6.0,1,1,2,2.7,6.7,65,3.1,legal_regulatory,failed,0,1
STP008626,ecommerce,2018,4.3,8.5,9.5,0,0,4.1,0,1,3.5,6.7,30,vc_series_a_plus,9423000.0,794000.0,11.9,7.6,0,1,3,4.6,4.5,57,6.2,legal_regulatory,failed,1,1
